Name,Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGA,Picnicker ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TONYA,Picnicker ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTONIA,PKMN Breeder ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZORYA,PKMN Breeder ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETER,PKMN Breeder ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TYRON,PKMN Breeder ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHARLIE,Ace Trainer ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPHNE,Ace Trainer ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUNTHER,PKMN Ranger ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARSTON,Gentleman ,GENGAR 4,AMPHAROS 4,POLITOED 4,PINSIR 4,SCIZOR 4,HERACROSS 4,URSARING 4,HOUNDOOM 4,DONPHAN 4,WAILORD 4,CLAYDOL 4,RAMPARDOS 4,BRONZONG 4,DRAPION 4,LUXRAY 4,NINETALES 4,MACHAMP 4,SHUCKLE 4,ROSERADE 4,HONCHKROW 4,STEELIX 4,WEAVILE 4,GLISCOR 4,TENTACRUEL 4,AERODACTYL 4,PORYGON2 4,LICKILICKY 4,YANMEGA 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,FLYGON 4,VAPOREON 4,JOLTEON 4,FLAREON 4,ESPEON 4,UMBREON 4,LEAFEON 4,GLACEON 4,LUCARIO 4,HIPPOWDON 4,PROBOPASS 4,DUSKNOIR 4,AGGRON 4,WALREIN 4,MAMOSWINE 4,LAPRAS 4,CROBAT 4,MAGNEZONE 4,RHYPERIOR 4,TANGROWTH 4,PORYGON-Z 4,GYARADOS 4,SNORLAX 4,KINGDRA 4,BLISSEY 4,MILOTIC 4,ELECTIVIRE 4,MAGMORTAR 4,TOGEKISS 4,ARCANINE 4,DRAGONITE 4,TYRANITAR 4,SALAMENCE 4,METAGROSS 4,GARCHOMP 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CECIL,Guitarist ,BLAZIKEN 4,INFERNAPE 4,MEDICHAM 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,ABSOL 4,HARIYAMA 4,RAICHU 4,MANECTRIC 4,SKUNTANK 4,ELECTRODE 4,SHIFTRY 4,FROSLASS 4,HYPNO 4,SLOWBRO 4,ALAKAZAM 4,SLOWKING 4,TOXICROAK 4,MISMAGIUS 4,DRIFBLIM 4,POLIWRATH 4,GENGAR 4,AMPHAROS 4,HERACROSS 4,HOUNDOOM 4,CLAYDOL 4,BRONZONG 4,DRAPION 4,LUXRAY 4,MACHAMP 4,HONCHKROW 4,WEAVILE 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,JOLTEON 4,ESPEON 4,UMBREON 4,LUCARIO 4,DUSKNOIR 4,MAGNEZONE 4,ELECTIVIRE 4,TYRANITAR 4,METAGROSS 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOBIAS,Guitarist ,BLAZIKEN 4,INFERNAPE 4,MEDICHAM 4,JYNX 4,MRMIME 4,LANTURN 4,BRELOOM 4,ABSOL 4,HARIYAMA 4,RAICHU 4,MANECTRIC 4,SKUNTANK 4,ELECTRODE 4,SHIFTRY 4,FROSLASS 4,HYPNO 4,SLOWBRO 4,ALAKAZAM 4,SLOWKING 4,TOXICROAK 4,MISMAGIUS 4,DRIFBLIM 4,POLIWRATH 4,GENGAR 4,AMPHAROS 4,HERACROSS 4,HOUNDOOM 4,CLAYDOL 4,BRONZONG 4,DRAPION 4,LUXRAY 4,MACHAMP 4,HONCHKROW 4,WEAVILE 4,GARDEVOIR 4,GALLADE 4,EXEGGUTOR 4,STARMIE 4,JOLTEON 4,ESPEON 4,UMBREON 4,LUCARIO 4,DUSKNOIR 4,MAGNEZONE 4,ELECTIVIRE 4,TYRANITAR 4,METAGROSS 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELENE,Idol ,GRANBULL 4,LANTURN 4,RAICHU 4,MANECTRIC 4,STARAPTOR 4,ELECTRODE 4,EXPLOUD 4,LOPUNNY 4,AMBIPOM 4,KANGASKHAN 4,TAUROS 4,MILTANK 4,AMPHAROS 4,URSARING 4,LUXRAY 4,PORYGON2 4,LICKILICKY 4,JOLTEON 4,MAGNEZONE 4,PORYGON-Z 4,SNORLAX 4,BLISSEY 4,ELECTIVIRE 4,TOGEKISS 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARANDA,Idol ,GRANBULL 4,LANTURN 4,RAICHU 4,MANECTRIC 4,STARAPTOR 4,ELECTRODE 4,EXPLOUD 4,LOPUNNY 4,AMBIPOM 4,KANGASKHAN 4,TAUROS 4,MILTANK 4,AMPHAROS 4,URSARING 4,LUXRAY 4,PORYGON2 4,LICKILICKY 4,JOLTEON 4,MAGNEZONE 4,PORYGON-Z 4,SNORLAX 4,BLISSEY 4,ELECTIVIRE 4,TOGEKISS 4,SLAKING 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BECKY,Beauty ,VENUSAUR 3,CHARIZARD 3,BLASTOISE 3,MEGANIUM 3,TYPHLOSION 3,FERALIGATR 3,SCEPTILE 3,BLAZIKEN 3,SWAMPERT 3,TORTERRA 3,INFERNAPE 3,EMPOLEON 3,DUGTRIO 3,MAROWAK 3,MEDICHAM 3,QUAGSIRE 3,GRANBULL 3,JYNX 3,MRMIME 3,LANTURN 3,BRELOOM 3,FORRETRESS 3,SKARMORY 3,ABSOL 3,WHISCASH 3,HARIYAMA 3,VESPIQUEN 3,RAICHU 3,DEWGONG 3,MANECTRIC 3,STARAPTOR 3,GASTRODON 3,SKUNTANK 3,VILEPLUME 3,VICTREEBEL 3,ELECTRODE 3,LUDICOLO 3,SHIFTRY 3,EXPLOUD 3,GLALIE 3,LOPUNNY 3,FROSLASS 3,AMBIPOM 3,HYPNO 3,GOLEM 3,RHYDON 3,SLOWBRO 3,WEEZING 3,KANGASKHAN 3,TAUROS 3,ALAKAZAM 3,SLOWKING 3,MILTANK 3,ALTARIA 3,TOXICROAK 3,ABOMASNOW 3,NIDOQUEEN 3,NIDOKING 3,CRADILY 3,ARMALDO 3,BASTIODON 3,FLOATZEL 3,MISMAGIUS 3,DRIFBLIM 3,GOLDUCK 3,POLIWRATH 3,RAPIDASH 3,MUK 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUSTIN,Jogger ,VENUSAUR 3,CHARIZARD 3,BLASTOISE 3,MEGANIUM 3,TYPHLOSION 3,FERALIGATR 3,SCEPTILE 3,BLAZIKEN 3,SWAMPERT 3,TORTERRA 3,INFERNAPE 3,EMPOLEON 3,DUGTRIO 3,MAROWAK 3,MEDICHAM 3,QUAGSIRE 3,GRANBULL 3,JYNX 3,MRMIME 3,LANTURN 3,BRELOOM 3,FORRETRESS 3,SKARMORY 3,ABSOL 3,WHISCASH 3,HARIYAMA 3,VESPIQUEN 3,RAICHU 3,DEWGONG 3,MANECTRIC 3,STARAPTOR 3,GASTRODON 3,SKUNTANK 3,VILEPLUME 3,VICTREEBEL 3,ELECTRODE 3,LUDICOLO 3,SHIFTRY 3,EXPLOUD 3,GLALIE 3,LOPUNNY 3,FROSLASS 3,AMBIPOM 3,HYPNO 3,GOLEM 3,RHYDON 3,SLOWBRO 3,WEEZING 3,KANGASKHAN 3,TAUROS 3,ALAKAZAM 3,SLOWKING 3,MILTANK 3,ALTARIA 3,TOXICROAK 3,ABOMASNOW 3,NIDOQUEEN 3,NIDOKING 3,CRADILY 3,ARMALDO 3,BASTIODON 3,FLOATZEL 3,MISMAGIUS 3,DRIFBLIM 3,GOLDUCK 3,POLIWRATH 3,RAPIDASH 3,MUK 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANICE,Socialite ,VENUSAUR 3,CHARIZARD 3,BLASTOISE 3,MEGANIUM 3,TYPHLOSION 3,FERALIGATR 3,SCEPTILE 3,BLAZIKEN 3,SWAMPERT 3,TORTERRA 3,INFERNAPE 3,EMPOLEON 3,DUGTRIO 3,MAROWAK 3,MEDICHAM 3,QUAGSIRE 3,GRANBULL 3,JYNX 3,MRMIME 3,LANTURN 3,BRELOOM 3,FORRETRESS 3,SKARMORY 3,ABSOL 3,WHISCASH 3,HARIYAMA 3,VESPIQUEN 3,RAICHU 3,DEWGONG 3,MANECTRIC 3,STARAPTOR 3,GASTRODON 3,SKUNTANK 3,VILEPLUME 3,VICTREEBEL 3,ELECTRODE 3,LUDICOLO 3,SHIFTRY 3,EXPLOUD 3,GLALIE 3,LOPUNNY 3,FROSLASS 3,AMBIPOM 3,HYPNO 3,GOLEM 3,RHYDON 3,SLOWBRO 3,WEEZING 3,KANGASKHAN 3,TAUROS 3,ALAKAZAM 3,SLOWKING 3,MILTANK 3,ALTARIA 3,TOXICROAK 3,ABOMASNOW 3,NIDOQUEEN 3,NIDOKING 3,CRADILY 3,ARMALDO 3,BASTIODON 3,FLOATZEL 3,MISMAGIUS 3,DRIFBLIM 3,GOLDUCK 3,POLIWRATH 3,RAPIDASH 3,MUK 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIMITRI,Jogger ,GENGAR 3,AMPHAROS 3,POLITOED 3,PINSIR 3,SCIZOR 3,HERACROSS 3,URSARING 3,HOUNDOOM 3,DONPHAN 3,WAILORD 3,CLAYDOL 3,RAMPARDOS 3,BRONZONG 3,DRAPION 3,LUXRAY 3,NINETALES 3,MACHAMP 3,SHUCKLE 3,ROSERADE 3,HONCHKROW 3,STEELIX 3,WEAVILE 3,GLISCOR 3,TENTACRUEL 3,AERODACTYL 3,PORYGON2 3,LICKILICKY 3,YANMEGA 3,GARDEVOIR 3,GALLADE 3,EXEGGUTOR 3,STARMIE 3,FLYGON 3,VAPOREON 3,JOLTEON 3,FLAREON 3,ESPEON 3,UMBREON 3,LEAFEON 3,GLACEON 3,LUCARIO 3,HIPPOWDON 3,PROBOPASS 3,DUSKNOIR 3,AGGRON 3,WALREIN 3,MAMOSWINE 3,LAPRAS 3,CROBAT 3,MAGNEZONE 3,RHYPERIOR 3,TANGROWTH 3,PORYGON-Z 3,GYARADOS 3,SNORLAX 3,KINGDRA 3,BLISSEY 3,MILOTIC 3,ELECTIVIRE 3,MAGMORTAR 3,TOGEKISS 3,ARCANINE 3,DRAGONITE 3,TYRANITAR 3,SALAMENCE 3,METAGROSS 3,GARCHOMP 3,SLAKING 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMI,Parasol Lady ,GENGAR 3,AMPHAROS 3,POLITOED 3,PINSIR 3,SCIZOR 3,HERACROSS 3,URSARING 3,HOUNDOOM 3,DONPHAN 3,WAILORD 3,CLAYDOL 3,RAMPARDOS 3,BRONZONG 3,DRAPION 3,LUXRAY 3,NINETALES 3,MACHAMP 3,SHUCKLE 3,ROSERADE 3,HONCHKROW 3,STEELIX 3,WEAVILE 3,GLISCOR 3,TENTACRUEL 3,AERODACTYL 3,PORYGON2 3,LICKILICKY 3,YANMEGA 3,GARDEVOIR 3,GALLADE 3,EXEGGUTOR 3,STARMIE 3,FLYGON 3,VAPOREON 3,JOLTEON 3,FLAREON 3,ESPEON 3,UMBREON 3,LEAFEON 3,GLACEON 3,LUCARIO 3,HIPPOWDON 3,PROBOPASS 3,DUSKNOIR 3,AGGRON 3,WALREIN 3,MAMOSWINE 3,LAPRAS 3,CROBAT 3,MAGNEZONE 3,RHYPERIOR 3,TANGROWTH 3,PORYGON-Z 3,GYARADOS 3,SNORLAX 3,KINGDRA 3,BLISSEY 3,MILOTIC 3,ELECTIVIRE 3,MAGMORTAR 3,TOGEKISS 3,ARCANINE 3,DRAGONITE 3,TYRANITAR 3,SALAMENCE 3,METAGROSS 3,GARCHOMP 3,SLAKING 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALFRED,Veteran ,GENGAR 3,AMPHAROS 3,POLITOED 3,PINSIR 3,SCIZOR 3,HERACROSS 3,URSARING 3,HOUNDOOM 3,DONPHAN 3,WAILORD 3,CLAYDOL 3,RAMPARDOS 3,BRONZONG 3,DRAPION 3,LUXRAY 3,NINETALES 3,MACHAMP 3,SHUCKLE 3,ROSERADE 3,HONCHKROW 3,STEELIX 3,WEAVILE 3,GLISCOR 3,TENTACRUEL 3,AERODACTYL 3,PORYGON2 3,LICKILICKY 3,YANMEGA 3,GARDEVOIR 3,GALLADE 3,EXEGGUTOR 3,STARMIE 3,FLYGON 3,VAPOREON 3,JOLTEON 3,FLAREON 3,ESPEON 3,UMBREON 3,LEAFEON 3,GLACEON 3,LUCARIO 3,HIPPOWDON 3,PROBOPASS 3,DUSKNOIR 3,AGGRON 3,WALREIN 3,MAMOSWINE 3,LAPRAS 3,CROBAT 3,MAGNEZONE 3,RHYPERIOR 3,TANGROWTH 3,PORYGON-Z 3,GYARADOS 3,SNORLAX 3,KINGDRA 3,BLISSEY 3,MILOTIC 3,ELECTIVIRE 3,MAGMORTAR 3,TOGEKISS 3,ARCANINE 3,DRAGONITE 3,TYRANITAR 3,SALAMENCE 3,METAGROSS 3,GARCHOMP 3,SLAKING 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARVEY,Dragon Tamer ,CHARIZARD 1,CHARIZARD 2,CHARIZARD 3,CHARIZARD 4,FERALIGATR 1,FERALIGATR 2,FERALIGATR 3,FERALIGATR 4,SCEPTILE 1,SCEPTILE 2,SCEPTILE 3,SCEPTILE 4,RHYDON 1,RHYDON 2,RHYDON 3,RHYDON 4,KANGASKHAN 1,KANGASKHAN 2,KANGASKHAN 3,KANGASKHAN 4,ALTARIA 1,ALTARIA 2,ALTARIA 3,ALTARIA 4,BASTIODON 1,BASTIODON 2,BASTIODON 3,BASTIODON 4,RAMPARDOS 1,RAMPARDOS 2,RAMPARDOS 3,RAMPARDOS 4,STEELIX 1,STEELIX 2,STEELIX 3,STEELIX 4,AERODACTYL 1,AERODACTYL 2,AERODACTYL 3,AERODACTYL 4,FLYGON 1,FLYGON 2,FLYGON 3,FLYGON 4,AGGRON 1,AGGRON 2,AGGRON 3,AGGRON 4,LAPRAS 1,LAPRAS 2,LAPRAS 3,LAPRAS 4,GYARADOS 1,GYARADOS 2,GYARADOS 3,GYARADOS 4,KINGDRA 1,KINGDRA 2,KINGDRA 3,KINGDRA 4,MILOTIC 1,MILOTIC 2,MILOTIC 3,MILOTIC 4,ARCANINE 1,ARCANINE 2,ARCANINE 3,ARCANINE 4,DRAGONITE 1,DRAGONITE 2,DRAGONITE 3,DRAGONITE 4,TYRANITAR 1,TYRANITAR 2,TYRANITAR 3,TYRANITAR 4,SALAMENCE 1,SALAMENCE 2,SALAMENCE 3,SALAMENCE 4,GARCHOMP 1,GARCHOMP 2,GARCHOMP 3,GARCHOMP 4,LATIAS 1,LATIAS 2,LATIAS 3,LATIAS 4,LATIOS 1,LATIOS 2,LATIOS 3,LATIOS 4,,,,,,,,
